ImageFilePath,Genus,ScientificName,Predictions,PredGenus
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0185.JPG/1b1e50c6-f4d6-4369-bcff-8f33d6b03e79.png,Trechus,Trechus obtusus,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0185.JPG/1b1e50c6-f4d6-4369-bcff-8f33d6b03e79.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Ocys', 'score': 0.4072399437427521}",Ocys
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0185.JPG/213f168b-2ea6-4d40-91b7-1ba949a70255.png,Trechus,Trechus obtusus,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0185.JPG/213f168b-2ea6-4d40-91b7-1ba949a70255.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Phloeoxena', 'score': 0.4600270986557007}",Phloeoxena
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0186.JPG/6438185d-d525-4eb0-895b-56216ea16077.png,Trechus,Trechus obtusus,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0186.JPG/6438185d-d525-4eb0-895b-56216ea16077.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Trechus', 'score': 0.8251888155937195}",Trechus
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0186.JPG/6b7b3923-6a9b-4164-8134-ecdf1d589613.png,Trechus,Trechus obtusus,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0186.JPG/6b7b3923-6a9b-4164-8134-ecdf1d589613.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Trechus', 'score': 0.4113680422306061}",Trechus
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0186.JPG/89f23ae4-e948-43e5-9e8b-a13b035e2b66.png,Trechus,Trechus obtusus,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0186.JPG/89f23ae4-e948-43e5-9e8b-a13b035e2b66.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Olisthopus', 'score': 0.40341368317604065}",Olisthopus
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0187.JPG/68130f6d-3ba7-453b-b21a-17bc8347ece6.png,Mecyclothorax,Mecyclothorax brunneonubiger,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0187.JPG/68130f6d-3ba7-453b-b21a-17bc8347ece6.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Mecyclothorax', 'score': 0.2034461498260498}",Mecyclothorax
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0187.JPG/33926230-d370-4957-b77a-6a3da6791697.png,Mecyclothorax,Mecyclothorax brunneonubiger,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0187.JPG/33926230-d370-4957-b77a-6a3da6791697.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Ocys', 'score': 0.519929826259613}",Ocys
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0187.JPG/33f11544-0568-4ef5-ae58-9a7f675e26c6.png,Mecyclothorax,Mecyclothorax brunneonubiger,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0187.JPG/33f11544-0568-4ef5-ae58-9a7f675e26c6.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Miscodera', 'score': 0.2766604721546173}",Miscodera
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0187.JPG/b265c0be-d4ff-43e0-9d2b-fb3c45bff5ce.png,Mecyclothorax,Mecyclothorax brunneonubiger,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0187.JPG/b265c0be-d4ff-43e0-9d2b-fb3c45bff5ce.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Bembidion', 'score': 0.18290545046329498}",Bembidion
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0188.JPG/0e3f637c-5d98-4081-8278-850b41671595.png,Mecyclothorax,Mecyclothorax brunneonubiger,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0188.JPG/0e3f637c-5d98-4081-8278-850b41671595.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Agonum', 'score': 0.2926120162010193}",Agonum
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0188.JPG/6a988584-f835-48f9-a19a-ea84ccf88edd.png,Mecyclothorax,Mecyclothorax brunneonubiger,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0188.JPG/6a988584-f835-48f9-a19a-ea84ccf88edd.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Cymindis', 'score': 0.22948624193668365}",Cymindis
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0188.JPG/e5503576-0cd9-40f6-93ac-7b05cfa73586.png,Mecyclothorax,Mecyclothorax brunneonubiger,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0188.JPG/e5503576-0cd9-40f6-93ac-7b05cfa73586.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Amerizus', 'score': 0.5545086860656738}",Amerizus
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0188.JPG/89105283-cf9c-40e3-8e72-bea9616f4770.png,Mecyclothorax,Mecyclothorax brunneonubiger,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0188.JPG/89105283-cf9c-40e3-8e72-bea9616f4770.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Amerizus', 'score': 0.2667306363582611}",Amerizus
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0189.JPG/9c715d4b-708b-42c8-8665-b569fb9d237b.png,Mecyclothorax,Mecyclothorax discedens,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0189.JPG/9c715d4b-708b-42c8-8665-b569fb9d237b.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Acupalpus', 'score': 0.24703621864318848}",Acupalpus
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0189.JPG/00aa53e1-7e08-4e43-8d50-d1cd691dc221.png,Mecyclothorax,Mecyclothorax discedens,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0189.JPG/00aa53e1-7e08-4e43-8d50-d1cd691dc221.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Demetrias', 'score': 0.30353978276252747}",Demetrias
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0189.JPG/442cce64-ca32-42a4-821c-ab59268f383b.png,Mecyclothorax,Mecyclothorax discedens,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0189.JPG/442cce64-ca32-42a4-821c-ab59268f383b.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Tachys', 'score': 0.4570469558238983}",Tachys
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0190.JPG/9661c64d-0ecf-4a4e-b993-18ccfd2d6f75.png,Mecyclothorax,Mecyclothorax discedens,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0190.JPG/9661c64d-0ecf-4a4e-b993-18ccfd2d6f75.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Pterostichus', 'score': 0.34938278794288635}",Pterostichus
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0190.JPG/d72c192a-faac-4fc5-ba03-cfc7d51223a7.png,Mecyclothorax,Mecyclothorax discedens,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0190.JPG/d72c192a-faac-4fc5-ba03-cfc7d51223a7.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Trechus', 'score': 0.19152839481830597}",Trechus
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0190.JPG/e978054a-9ba6-4832-92d4-bdd37fea3245.png,Mecyclothorax,Mecyclothorax discedens,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0190.JPG/e978054a-9ba6-4832-92d4-bdd37fea3245.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Acupalpus', 'score': 0.23514299094676971}",Acupalpus
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0191.JPG/ce85890b-54a5-4a71-a669-2686fe035501.png,Trechus,Trechus obtusus,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0191.JPG/ce85890b-54a5-4a71-a669-2686fe035501.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Bembidion', 'score': 0.24082666635513306}",Bembidion
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0191.JPG/da9db5fd-f2a4-4d66-a938-3b2c6ea6c9c4.png,Trechus,Trechus obtusus,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0191.JPG/da9db5fd-f2a4-4d66-a938-3b2c6ea6c9c4.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Amerizus', 'score': 0.25268080830574036}",Amerizus
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0191.JPG/2a987cc3-ee07-446a-81d1-bd0cdf044b36.png,Trechus,Trechus obtusus,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0191.JPG/2a987cc3-ee07-446a-81d1-bd0cdf044b36.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Amerizus', 'score': 0.35641026496887207}",Amerizus
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0192.JPG/daccca38-0a78-482f-a912-da0afdcef909.png,Trechus,Trechus obtusus,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0192.JPG/daccca38-0a78-482f-a912-da0afdcef909.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Bembidion', 'score': 0.42104339599609375}",Bembidion
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0192.JPG/75c26ae5-f481-457a-8306-15a68746a8c3.png,Trechus,Trechus obtusus,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0192.JPG/75c26ae5-f481-457a-8306-15a68746a8c3.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Bembidion', 'score': 0.4354362487792969}",Bembidion
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0192.JPG/5cd4c2de-6eb5-4958-afe5-e372c5d8c1cf.png,Trechus,Trechus obtusus,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0192.JPG/5cd4c2de-6eb5-4958-afe5-e372c5d8c1cf.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Trechus', 'score': 0.8778321743011475}",Trechus
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0193.JPG/28834ec1-02ea-4ae4-8370-43be22182206.png,Mecyclothorax,Mecyclothorax rufipennis,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0193.JPG/28834ec1-02ea-4ae4-8370-43be22182206.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Amerizus', 'score': 0.3954067826271057}",Amerizus
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0193.JPG/e9662c45-e67c-47cb-a925-3d3a0e5693e7.png,Mecyclothorax,Mecyclothorax rufipennis,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0193.JPG/e9662c45-e67c-47cb-a925-3d3a0e5693e7.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Pterostichus', 'score': 0.499880313873291}",Pterostichus
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0193.JPG/1e0b7d14-1fca-48a0-8e63-587002c15157.png,Mecyclothorax,Mecyclothorax rufipennis,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0193.JPG/1e0b7d14-1fca-48a0-8e63-587002c15157.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Trechus', 'score': 0.4442193806171417}",Trechus
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0193.JPG/3efc54f1-d246-4524-bb32-ac6b2c6f0285.png,Mecyclothorax,Mecyclothorax rufipennis,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0193.JPG/3efc54f1-d246-4524-bb32-ac6b2c6f0285.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Amerizus', 'score': 0.41890379786491394}",Amerizus
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0194.JPG/4e6000c2-b446-4c49-bcca-37e7bd226a82.png,Mecyclothorax,Mecyclothorax rufipennis,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0194.JPG/4e6000c2-b446-4c49-bcca-37e7bd226a82.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Cymindis', 'score': 0.6749932169914246}",Cymindis
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0194.JPG/cb93a1fb-f10a-4794-a490-cb10fb4273f9.png,Mecyclothorax,Mecyclothorax rufipennis,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0194.JPG/cb93a1fb-f10a-4794-a490-cb10fb4273f9.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Amerizus', 'score': 0.575131356716156}",Amerizus
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0194.JPG/4c53750c-7969-4e3b-a3de-5b3c40eec624.png,Mecyclothorax,Mecyclothorax rufipennis,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0194.JPG/4c53750c-7969-4e3b-a3de-5b3c40eec624.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Ocys', 'score': 0.8512274622917175}",Ocys
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0195.JPG/7ff1da10-e58e-4cff-9ef2-1fd15ddcb409.png,Mecyclothorax,Mecyclothorax vulcanus,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0195.JPG/7ff1da10-e58e-4cff-9ef2-1fd15ddcb409.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Asklepia', 'score': 0.398073673248291}",Asklepia
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0195.JPG/6efeb06b-2cf6-47c5-b601-904f6fd12548.png,Mecyclothorax,Mecyclothorax vulcanus,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0195.JPG/6efeb06b-2cf6-47c5-b601-904f6fd12548.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Miscodera', 'score': 0.5625150203704834}",Miscodera
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0196.JPG/d3f1317d-7968-46b2-a84b-bb3e83ba2f7f.png,Agonum,Agonum muelleri,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0196.JPG/d3f1317d-7968-46b2-a84b-bb3e83ba2f7f.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Agonum', 'score': 0.9600462317466736}",Agonum
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0196.JPG/0b9f44f4-7851-41cf-ba5a-153d900942d0.png,Agonum,Agonum muelleri,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0196.JPG/0b9f44f4-7851-41cf-ba5a-153d900942d0.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Agonum', 'score': 0.7609249353408813}",Agonum
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0197.JPG/5b2e8e3b-f9fd-4d7d-a790-39ed92008934.png,Mecyclothorax,Mecyclothorax neonomas,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0197.JPG/5b2e8e3b-f9fd-4d7d-a790-39ed92008934.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Amerizus', 'score': 0.8754427433013916}",Amerizus
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0198.JPG/7e07b48c-d97b-4e06-a095-1f8bc439d89b.png,Mecyclothorax,Mecyclothorax nitidus,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0198.JPG/7e07b48c-d97b-4e06-a095-1f8bc439d89b.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Amerizus', 'score': 0.6061145067214966}",Amerizus
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0199.JPG/f8a7b961-6e7f-4a29-b8dc-a12281ea7b5a.png,Mecyclothorax,Mecyclothorax punakukini,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0199.JPG/f8a7b961-6e7f-4a29-b8dc-a12281ea7b5a.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Amerizus', 'score': 0.5209940671920776}",Amerizus
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0200.JPG/5757dee0-f070-4f63-bd33-a54866f68151.png,Blackburnia,Blackburnia hawaiiensis,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0200.JPG/5757dee0-f070-4f63-bd33-a54866f68151.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Leistus', 'score': 0.45600271224975586}",Leistus
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0200.JPG/546944f1-6ec8-496a-bd53-6577bc09da29.png,Blackburnia,Blackburnia hawaiiensis,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0200.JPG/546944f1-6ec8-496a-bd53-6577bc09da29.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Dyscolus', 'score': 0.2812310755252838}",Dyscolus
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0200.JPG/d64b8297-1e0f-4c31-ae14-26ae2ca5a334.png,Blackburnia,Blackburnia hawaiiensis,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0200.JPG/d64b8297-1e0f-4c31-ae14-26ae2ca5a334.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Laemostenus', 'score': 0.7574700713157654}",Laemostenus
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0201.JPG/9635832c-52b1-4077-8993-bc5aa91a57de.png,Blackburnia,Blackburnia hawaiiensis,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0201.JPG/9635832c-52b1-4077-8993-bc5aa91a57de.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Dyscolus', 'score': 0.5088727474212646}",Dyscolus
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0201.JPG/ae7fdf55-c4f5-4e2e-9ea8-9a71f7c3c7f2.png,Blackburnia,Blackburnia hawaiiensis,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0201.JPG/ae7fdf55-c4f5-4e2e-9ea8-9a71f7c3c7f2.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Dyscolus', 'score': 0.8982573747634888}",Dyscolus
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0202.JPG/caa7e8f0-4acc-4777-ba1d-4095d2643bce.png,Blackburnia,Blackburnia hawaiiensis,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0202.JPG/caa7e8f0-4acc-4777-ba1d-4095d2643bce.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Agonum', 'score': 0.612278938293457}",Agonum
/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0203.JPG/4e4882a2-8b35-45ad-b733-f83d7a294b79.png,Blackburnia,Blackburnia kilauea,"{'file_name': '/fs/ess/PAS2136/Hawaii-2025/beetles_intake/BeetlePUUM/CANON/individual_images/IMG_0203.JPG/4e4882a2-8b35-45ad-b733-f83d7a294b79.png', 'kingdom': 'Animalia', 'phylum': 'Arthropoda', 'class': 'Insecta', 'order': 'Coleoptera', 'family': 'Carabidae', 'genus': 'Dyscolus', 'score': 0.5699833035469055}",Dyscolus
