ImageFilePath,ScientificName,Pred_NaiveBayes,Pred_LogisticRegression,Pred_NearestNeighbor,Pred_MLP_Baseline
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/9491931/d125s0053.jpg,Abax parallelepipedus,Pterostichus melanarius,Abax parallelepipedus,Ophonus ardosiacus,Abax parallelepipedus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5872124/d087s0149.jpg,Bembidion articulatum,Bembidion quadrimaculatum,Bembidion quadrimaculatum,Acupalpus brunnipes,Bembidion fumigatum
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5872829/d011s0019.jpg,Carabus arvensis,Laemostenus terricola,Carabus arvensis,Carabus monilis,Carabus arvensis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4470765/d025s0071.jpg,Carabus violaceus,Carabus glabratus,Carabus violaceus,Poecilus versicolor,Carabus glabratus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/8104778/d079s0010.jpg,Bembidion saxatile,Badister sodalis,Bembidion testaceum,Blemus discus,Bembidion testaceum
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5873524/d053s0423.jpg,Dyschirius globosus,Elaphropus bistriatus,Dyschirius globosus,Dyschirius globosus,Dyschirius globosus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1036255/d075s0468.jpg,Bembidion bruxellense,Acupalpus flavicollis,Acupalpus flavicollis,Acupalpus brunnipes,Acupalpus flavicollis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5716406/d055s0017.jpg,Dyschirius salinus,Broscus cephalotes,Dyschirius impunctipennis,Broscus cephalotes,Dyschirius nitidus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4308790/d192s0119.jpg,Dicheirotrichus obsoletus,Amara anthobia,Dicheirotrichus obsoletus,Agonum thoreyi,Dicheirotrichus obsoletus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4472884/d162s0026.jpg,Amara lucida,Amara communis,Amara infima,Agonum ericeti,Amara communis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4308806/d085s0381.jpg,Bembidion minimum,Bembidion aeneum,Bembidion aeneum,Bradycellus ruficollis,Syntomus obscuroguttatus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5756874/d052s0140.jpg,Dyschirius thoracicus,Dyschirius thoracicus,Dyschirius thoracicus,Acupalpus flavicollis,Dyschirius thoracicus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4470555/d022s0012.jpg,Carabus problematicus,Laemostenus terricola,Carabus problematicus,Calosoma inquisitor,Laemostenus terricola
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4472907/d165s0115.jpg,Amara spreta,Amara plebeja,Amara convexior,Amara lunicollis,Amara eurynota
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/6097892/d085s0559.jpg,Bembidion normannum,Bembidion lunatum,Bembidion schueppelii,Agonum micans,Bembidion normannum
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4480302/d210s0064.jpg,Paradromius linearis,Bembidion minimum,Philorhizus notatus,Perileptus areolatus,Perileptus areolatus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/7840196/d120s0240.jpg,Pterostichus minor,Leistus fulvibarbis,Pterostichus rhaeticus,Amara bifrons,Pterostichus rhaeticus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5753612/d028s0061.jpg,Cychrus caraboides,Platynus assimilis,Carabus problematicus,Platynus assimilis,Cychrus caraboides
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4470801/d015s0037.jpg,Carabus monilis,Carabus granulatus,Carabus monilis,Carabus granulatus,Carabus monilis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/9314786/d114s0136.jpg,Pterostichus niger,Broscus cephalotes,Pterostichus anthracinus,Broscus cephalotes,Pterostichus madidus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4475846/d203s0011.jpg,Licinus punctatulus,Harpalus rubripes,Licinus punctatulus,Abax parallelepipedus,Licinus punctatulus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1036216/d068s0021.jpg,Bembidion lampros,Dyschirius impunctipennis,Dyschirius impunctipennis,Dyschirius obscurus,Dyschirius impunctipennis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/9206709/d149s0051.jpg,Agonum piceum,Dromius meridionalis,Agonum piceum,Dromius angustus,Agonum piceum
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1035194/d170s0176.jpg,Amara aulica,Pterostichus rhaeticus,Harpalus laevipes,Pterostichus quadrifoveolatus,Pterostichus gracilis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1036796/d064s0272.jpg,Asaphidion flavipes,Bembidion quadrimaculatum,Asaphidion flavipes,Asaphidion curtum,Asaphidion pallipes
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/8139233/d063s0505.jpg,Elaphropus walkerianus,Elaphropus walkerianus,Elaphropus walkerianus,Bembidion obtusum,Elaphropus walkerianus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/6097864/d070s0242.jpg,Bembidion bipunctatum,Bembidion bipunctatum,Bembidion bipunctatum,Amara tibialis,Bembidion bipunctatum
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/8186956/d116s0024.jpg,Pterostichus adstrictus,Agonum versutum,Pterostichus adstrictus,Pterostichus adstrictus,Pterostichus adstrictus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4473795/d036s0016.jpg,Nebria salina,Poecilus versicolor,Paranchus albipes,Agonum emarginatum,Paranchus albipes
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/7419401/d185s0045.jpg,Harpalus tenebrosus,Harpalus rubripes,Pterostichus adstrictus,Harpalus laevipes,Ophonus cordatus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/9479706/d066s0160.jpg,Bembidion laterale,Masoreus wetterhallii,Bembidion normannum,Bembidion laterale,Bembidion normannum
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/6097885/d082s0101.jpg,Sinechostictus stomoides,Miscodera arctica,Sinechostictus stomoides,Bembidion monticola,Miscodera arctica
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4471071/d019s0075.jpg,Carabus nitens,Agonum sexpunctatum,Carabus nitens,Carabus nitens,Carabus nitens
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1036216/d068s0473.jpg,Bembidion lampros,Badister dilatatus,Bembidion lampros,Agonum thoreyi,Bembidion lampros
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/7975487/d122s0190.jpg,Pterostichus vernalis,Harpalus attenuatus,Amara consularis,Oodes helopioides,Bembidion tibiale
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5872147/d083s0042.jpg,Bembidion gilvipes,Dyschirius tristis,Bembidion gilvipes,Amara tibialis,Bembidion gilvipes
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5755969/d193s0508.jpg,Bradycellus caucasicus,Syntomus obscuroguttatus,Bradycellus ruficollis,Bradycellus ruficollis,Bradycellus caucasicus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5755339/d179s0028.jpg,Harpalus latus,Harpalus attenuatus,Harpalus laevipes,Harpalus laevipes,Harpalus laevipes
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/6097892/d085s0473.jpg,Bembidion normannum,Dyschirius salinus,Bembidion normannum,Bembidion normannum,Bembidion normannum
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/8056040/d016s0038.jpg,Carabus nemoralis,Pterostichus melanarius,Carabus nemoralis,Calosoma inquisitor,Carabus nemoralis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4478699/d064s0374.jpg,Asaphidion curtum,Nebria livida,Dromius agilis,Pterostichus minor,Asaphidion pallipes
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5755954/d196s0068.jpg,Stenolophus skrimshiranus,Lebia chlorocephala,Stenolophus skrimshiranus,Dicheirotrichus gustavii,Stenolophus skrimshiranus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/7840196/d120s0222.jpg,Pterostichus minor,Amara lunicollis,Pedius longicollis,Agonum emarginatum,Pterostichus gracilis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/6097930/d059s0274.jpg,Epaphius secalis,Masoreus wetterhallii,Epaphius secalis,Masoreus wetterhallii,Masoreus wetterhallii
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4472897/d160s0078.jpg,Amara convexior,Harpalus anxius,Amara convexior,Amara consularis,Amara convexior
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5873214/d177s0052.jpg,Harpalus attenuatus,Pogonus littoralis,Calathus erratus,Amara fulva,Amara convexiusculus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4471235/d206s0167.jpg,Panagaeus bipustulatus,Stenolophus mixtus,Panagaeus bipustulatus,Panagaeus bipustulatus,Panagaeus bipustulatus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5753757/d107s0037.jpg,Poecilus kugelanni,Pterostichus melanarius,Harpalus neglectus,Pterostichus melanarius,Poecilus lepidus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5873215/d177s0253.jpg,Harpalus dimidiatus,Harpalus attenuatus,Harpalus dimidiatus,Harpalus tenebrosus,Harpalus dimidiatus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4473127/d169s0128.jpg,Amara consularis,Anisodactylus nemorivagus,Amara consularis,Amara convexiusculus,Amara consularis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/8139233/d063s0485.jpg,Elaphropus walkerianus,Bembidion minimum,Elaphropus walkerianus,Acupalpus brunnipes,Bembidion obtusum
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1036066/d071s0102.jpg,Bembidion semipunctatum,Bembidion assimile,Bembidion semipunctatum,Bembidion assimile,Bembidion semipunctatum
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4475707/d198s0165.jpg,Acupalpus exiguus,Acupalpus exiguus,Acupalpus exiguus,Bembidion guttula,Acupalpus exiguus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/6097906/d200s0125.jpg,Chlaenius nigricornis,Ophonus puncticeps,Licinus punctatulus,Licinus depressus,Carabus granulatus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/8600499/d166s0051.jpg,Amara tibialis,Acupalpus brunnipes,Amara tibialis,Bembidion nigricorne,Amara tibialis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1036789/d012s0134.jpg,Carabus granulatus,Leistus spinibarbis,Carabus granulatus,Carabus granulatus,Carabus granulatus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5872109/d065s0368.jpg,Ocys harpaloides,Amara fulva,Ocys harpaloides,Agonum gracile,Ocys harpaloides
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5873211/d182s0067.jpg,Harpalus rufipalpis,Anisodactylus nemorivagus,Harpalus attenuatus,Harpalus latus,Harpalus rufipalpis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1036255/d075s0260.jpg,Bembidion bruxellense,Bembidion bruxellense,Bembidion bruxellense,Bembidion bruxellense,Bembidion bruxellense
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/8068514/d183s0213.jpg,Harpalus servus,Licinus depressus,Harpalus anxius,Amara consularis,Pogonus chalceus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4988207/d046s0090.jpg,Blethisa multipunctata,Calathus erratus,Blethisa multipunctata,Laemostenus terricola,Amara spreta
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/6097865/d072s0013.jpg,Bembidion prasinum,Pogonus chalceus,Bembidion prasinum,Agonum nigrum,Bembidion prasinum
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5755051/d155s0147.jpg,Agonum sexpunctatum,Agonum marginatum,Agonum sexpunctatum,Agonum sexpunctatum,Agonum sexpunctatum
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/6097864/d070s0264.jpg,Bembidion bipunctatum,Syntomus foveatus,Notiophilus germinyi,Acupalpus brunnipes,Bembidion bipunctatum
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/7387665/d074s0368.jpg,Bembidion geniculatum,Bradycellus ruficollis,Bembidion iricolor,Amara ovata,Bembidion aeneum
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5755027/d154s0218.jpg,Agonum nigrum,Agonum versutum,Agonum nigrum,Agonum nigrum,Agonum nigrum
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/8300237/d083s0385.jpg,Bembidion schueppelii,Bembidion obtusum,Bembidion obtusum,Agonum fuliginosum,Bembidion mannerheimii
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4308807/d072s0155.jpg,Bembidion ephippium,Bembidion quadrimaculatum,Bembidion iricolor,Acupalpus brunnipes,Bembidion articulatum
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4988354/d133s0112.jpg,Calathus melanocephalus,Bembidion monticola,Calathus melanocephalus,Calathus micropterus,Calathus cinctus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5754974/d142s0029.jpg,Anchomenus dorsalis,Harpalus rufipes,Anchomenus dorsalis,Amara anthobia,Anchomenus dorsalis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4475908/d104s0096.jpg,Patrobus assimilis,Badister dilatatus,Paranchus albipes,Agonum fuliginosum,Paranchus albipes
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1035931/d080s0624.jpg,Bembidion tetracolum,Pterostichus vernalis,Ocys quinquestriatus,Harpalus laevipes,Bembidion lunatum
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/8056040/d017s0002.jpg,Carabus nemoralis,Amara aulica,Chlaenius nigricornis,Amara aulica,Elaphrus lapponicus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/9414758/d203s0164.jpg,Licinus depressus,Harpalus rufipes,Licinus punctatulus,Anisodactylus binotatus,Calathus fuscipes
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/8423772/d119s0210.jpg,Pterostichus anthracinus,Agonum viduum,Pterostichus anthracinus,Pterostichus anthracinus,Pterostichus adstrictus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/9415910/d198s0137.jpg,Acupalpus flavicollis,Bembidion articulatum,Acupalpus flavicollis,Acupalpus brunnipes,Acupalpus flavicollis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5755978/d195s0135.jpg,Bradycellus sharpi,Ophonus melletii,Pterostichus diligens,Ophonus cordatus,Ocys quinquestriatus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/7582513/d063s0156.jpg,Elaphropus bistriatus,Acupalpus exiguus,Acupalpus exiguus,Acupalpus meridianus,Acupalpus exiguus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4473903/d031s0016.jpg,Leistus spinibarbis,Agonum viduum,Leistus spinibarbis,Agonum versutum,Leistus spinibarbis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4470539/d010s0028.jpg,Carabus clatratus,Pterostichus melanarius,Carabus clatratus,Carabus granulatus,Carabus clatratus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5873357/d201s0007.jpg,Chlaenius vestitus,Amara convexiusculus,Chlaenius vestitus,Amara convexior,Chlaenius vestitus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/6097869/d089s0126.jpg,Bembidion biguttatum,Miscodera arctica,Bembidion biguttatum,Bembidion monticola,Badister dilatatus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/8417764/d120s0303.jpg,Pterostichus rhaeticus,Pterostichus rhaeticus,Pterostichus rhaeticus,Pterostichus rhaeticus,Pterostichus rhaeticus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/8051076/d033s0075.jpg,Nebria livida,Anisodactylus binotatus,Nebria rufescens,Nebria rufescens,Platynus assimilis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4475127/d187s0159.jpg,Ophonus melletii,Anisodactylus nemorivagus,Ophonus azureus,Amara aulica,Ophonus azureus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4308806/d085s0255.jpg,Bembidion minimum,Bembidion aeneum,Bembidion aeneum,Bembidion aeneum,Bembidion aeneum
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1035195/d161s0134.jpg,Amara familiaris,Amara lunicollis,Amara familiaris,Agonum emarginatum,Amara familiaris
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1035551/d049s0114.jpg,Elaphrus riparius,Carabus problematicus,Blethisa multipunctata,Amara aulica,Cicindela sylvatica
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/9479706/d066s0198.jpg,Bembidion laterale,Calodromius spilotus,Bembidion laterale,Bembidion laterale,Tachys scutellaris
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5755075/d155s0010.jpg,Agonum viduum,Pelophila borealis,Sericoda quadripunctata,Agonum emarginatum,Sericoda quadripunctata
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4308790/d192s0633.jpg,Dicheirotrichus obsoletus,Dicheirotrichus gustavii,Dicheirotrichus gustavii,Dromius angustus,Bembidion maritimum
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4474998/d190s0192.jpg,Anisodactylus nemorivagus,Anisodactylus binotatus,Anisodactylus nemorivagus,Amara apricaria,Anisodactylus nemorivagus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1035208/d167s0259.jpg,Amara bifrons,Amara bifrons,Amara bifrons,Amara bifrons,Amara bifrons
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1036128/d086s0402.jpg,Bembidion quadrimaculatum,Cicindela campestris,Acupalpus meridianus,Bembidion properans,Acupalpus meridianus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4478679/d064s0573.jpg,Asaphidion stierlini,Syntomus foveatus,Asaphidion stierlini,Asaphidion stierlini,Notiophilus germinyi
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5755051/d155s0110.jpg,Agonum sexpunctatum,Poecilus versicolor,Agonum muelleri,Agonum fuliginosum,Cylindera germanica
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4471202/d206s0255.jpg,Masoreus wetterhallii,Bembidion minimum,Bradycellus ruficollis,Asaphidion flavipes,Masoreus wetterhallii
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5755079/d145s0318.jpg,Agonum fuliginosum,Cymindis axillaris,Agonum fuliginosum,Agonum fuliginosum,Agonum fuliginosum
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4480485/d001s0124.jpg,Cicindela campestris,Cicindela sylvatica,Cicindela campestris,Cicindela maritima,Cicindela campestris
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5755060/d151s0030.jpg,Agonum emarginatum,Harpalus laevipes,Agonum emarginatum,Harpalus laevipes,Agonum emarginatum
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5873357/d201s0059.jpg,Chlaenius vestitus,Dicheirotrichus obsoletus,Chlaenius vestitus,Chlaenius vestitus,Chlaenius vestitus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/9415910/d198s0175.jpg,Acupalpus flavicollis,Acupalpus flavicollis,Acupalpus flavicollis,Acupalpus brunnipes,Acupalpus flavicollis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/8068514/d183s0034.jpg,Harpalus servus,Ocys quinquestriatus,Amara curta,Amara curta,Amara curta
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5757205/d211s0176.jpg,Dromius quadrimaculatus,Dromius meridionalis,Bembidion bualei,Dromius meridionalis,Dromius meridionalis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5757310/d208s0222.jpg,Demetrias atricapillus,Demetrias atricapillus,Demetrias monostigma,Demetrias atricapillus,Bembidion laterale
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1036286/d144s0052.jpg,Sericoda quadripunctata,Carabus problematicus,Notiophilus germinyi,Acupalpus meridianus,Dyschirius impunctipennis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5755954/d196s0116.jpg,Stenolophus skrimshiranus,Harpalus pumilus,Stenolophus skrimshiranus,Dromius angustus,Amara fulva
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5755302/d134s0044.jpg,Calathus micropterus,Badister dilatatus,Calathus micropterus,Calathus micropterus,Calathus micropterus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/6097924/d184s0311.jpg,Harpalus tardus,Oodes helopioides,Harpalus serripes,Oodes helopioides,Harpalus serripes
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4480480/d005s0090.jpg,Cicindela sylvatica,Cicindela hybrida,Cicindela sylvatica,Carabus problematicus,Cicindela sylvatica
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4474653/d127s0021.jpg,Synuchus vivalis,Bembidion stephensii,Bembidion stephensii,Calathus erratus,Stomis pumicatus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/9314786/d114s0202.jpg,Pterostichus niger,Amara aulica,Laemostenus terricola,Bradycellus sharpi,Laemostenus terricola
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1037633/d198s0066.jpg,Acupalpus meridianus,Acupalpus meridianus,Acupalpus meridianus,Bradycellus verbasci,Acupalpus meridianus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/9533851/d086s0040.jpg,Bembidion doris,Bembidion obtusum,Bembidion doris,Bembidion biguttatum,Bembidion doris
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4472913/d165s0120.jpg,Amara similata,Anisodactylus nemorivagus,Harpalus rufipalpis,Ophonus ardosiacus,Anisodactylus nemorivagus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/6097872/d078s0439.jpg,Bembidion monticola,Ophonus rupicola,Bembidion stephensii,Sinechostictus stomoides,Sinechostictus stomoides
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5873215/d177s0249.jpg,Harpalus dimidiatus,Harpalus dimidiatus,Harpalus dimidiatus,Harpalus tenebrosus,Harpalus dimidiatus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/7975487/d122s0364.jpg,Pterostichus vernalis,Agonum versutum,Agonum fuliginosum,Amara convexiusculus,Synuchus vivalis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4479052/d082s0340.jpg,Bembidion illigeri,Bembidion illigeri,Bembidion illigeri,Polistichus connexus,Bembidion illigeri
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5872147/d083s0359.jpg,Bembidion gilvipes,Acupalpus exiguus,Acupalpus exiguus,Amara curta,Microlestes maurus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5755978/d195s0508.jpg,Bradycellus sharpi,Amara anthobia,Bradycellus sharpi,Bradycellus sharpi,Ocys quinquestriatus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4478695/d064s0274.jpg,Asaphidion pallipes,Asaphidion pallipes,Asaphidion pallipes,Asaphidion pallipes,Asaphidion pallipes
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1035864/d175s0026.jpg,Harpalus affinis,Pterostichus minor,Harpalus smaragdinus,Pterostichus macer,Amara fulva
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5755011/d152s0204.jpg,Agonum marginatum,Agonum marginatum,Agonum marginatum,Agonum marginatum,Agonum marginatum
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5873220/d176s0327.jpg,Harpalus anxius,Bembidion prasinum,Harpalus anxius,Amara ovata,Harpalus anxius
