annotation_uuid,BeetleID,BeetlePosition,ImageFileName,ImageSize,ImageFilePath,detection_coords,cropped_image_path,CollectionDate,SpeciesCode,ScientificName,Genus,Species,PlotID,TrapID,Plot_Trap,Barcoded?,Photographer,SD Card Number,Comment,SiteID,SiteName,SiteState,SiteDomainCode,SiteLatitude,SiteLongitude,SiteType,SiteTerrain,max_temp,min_temp,precipitation,rain_sum,snowfall_sum,precipitation_hours,wind_speed_max,wind_gusts_max,shortwave_radiation,evapotranspiration,weather_code,sunshine_duration
a99622fd-7928-4184-a54a-b41f41e4ddee,BET.D20.001599,5,IMG_0225.JPG,"6960, 4640",group_images/IMG_0225.JPG,"[3834, 3821, 4081, 4246]",individual_images/IMG_0225.JPG/a99622fd-7928-4184-a54a-b41f41e4ddee.png,2020-08-18,MECKON,Mecyclothorax konanus,Mecyclothorax,Konanus,6.0,W,006W,N,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,15.6,9.6,1.8,1.8,0.0,9.0,12.5,32.4,16.78,2.5,51.0,30745.72
84dc1655-bf4e-45ad-834c-ae6bb8dd1dda,BET.D20.001341,1,IMG_0226.JPG,"6960, 4640",group_images/IMG_0226.JPG,"[3713, 1012, 3985, 1427]",individual_images/IMG_0226.JPG/84dc1655-bf4e-45ad-834c-ae6bb8dd1dda.png,2019-10-09,TREOBT,Trechus obtusus,Trechus,Obtusus,14.0,E,014E,N,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,18.9,9.9,3.2,3.2,0.0,8.0,12.3,28.8,18.35,3.02,55.0,28994.43
1e92c14b-d56c-4c1e-9b80-877f0c6b3afc,BET.D20.001371,2,IMG_0226.JPG,"6960, 4640",group_images/IMG_0226.JPG,"[3737, 1841, 4006, 2187]",individual_images/IMG_0226.JPG/1e92c14b-d56c-4c1e-9b80-877f0c6b3afc.png,2019-10-09,TREOBT,Trechus obtusus,Trechus,Obtusus,3.0,W,003W,N,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,18.9,9.9,3.2,3.2,0.0,8.0,12.3,28.8,18.35,3.02,55.0,28994.43
6ffadb70-6800-437f-81c3-d849f16ab793,BET.D20.001378,3,IMG_0226.JPG,"6960, 4640",group_images/IMG_0226.JPG,"[3804, 2531, 4060, 2993]",individual_images/IMG_0226.JPG/6ffadb70-6800-437f-81c3-d849f16ab793.png,2019-10-09,TREOBT,Trechus obtusus,Trechus,Obtusus,14.0,W,014W,N,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,18.9,9.9,3.2,3.2,0.0,8.0,12.3,28.8,18.35,3.02,55.0,28994.43
557b8541-d08e-4dfb-ac9c-655b36676bc0,BET.D20.001406,4,IMG_0226.JPG,"6960, 4640",group_images/IMG_0226.JPG,"[4008, 3472, 4265, 3871]",individual_images/IMG_0226.JPG/557b8541-d08e-4dfb-ac9c-655b36676bc0.png,2019-10-09,TREOBT,Trechus obtusus,Trechus,Obtusus,2.0,E,002E,N,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,18.9,9.9,3.2,3.2,0.0,8.0,12.3,28.8,18.35,3.02,55.0,28994.43
0e235a73-7f3f-4638-9b88-5936645747f8,BET.D20.001407,1,IMG_0227.JPG,"6960, 4640",group_images/IMG_0227.JPG,"[3673, 865, 3976, 1282]",individual_images/IMG_0227.JPG/0e235a73-7f3f-4638-9b88-5936645747f8.png,2019-10-09,TREOBT,Trechus obtusus,Trechus,Obtusus,2.0,E,002E,N,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,18.9,9.9,3.2,3.2,0.0,8.0,12.3,28.8,18.35,3.02,55.0,28994.43
f3be2fc4-aff8-45ef-ae38-81cc35fae7f7,BET.D20.001408,2,IMG_0227.JPG,"6960, 4640",group_images/IMG_0227.JPG,"[3711, 1658, 3898, 2063]",individual_images/IMG_0227.JPG/f3be2fc4-aff8-45ef-ae38-81cc35fae7f7.png,2019-10-09,TREOBT,Trechus obtusus,Trechus,Obtusus,14.0,W,014W,N,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,18.9,9.9,3.2,3.2,0.0,8.0,12.3,28.8,18.35,3.02,55.0,28994.43
eb695cba-a556-487c-9ff2-1a83345fe8fe,BET.D20.001429,3,IMG_0227.JPG,"6960, 4640",group_images/IMG_0227.JPG,"[3607, 2547, 3826, 2953]",individual_images/IMG_0227.JPG/eb695cba-a556-487c-9ff2-1a83345fe8fe.png,2020-06-23,TREOBT,Trechus obtusus,Trechus,Obtusus,14.0,W,014W,N,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,15.3,8.5,4.0,4.0,0.0,11.0,14.1,30.6,18.19,2.77,53.0,27109.95
272d9971-2ec8-4a27-bb28-186b2c80d53c,BET.D20.001430,4,IMG_0227.JPG,"6960, 4640",group_images/IMG_0227.JPG,"[3594, 3581, 3893, 4009]",individual_images/IMG_0227.JPG/272d9971-2ec8-4a27-bb28-186b2c80d53c.png,2020-06-23,TREOBT,Trechus obtusus,Trechus,Obtusus,14.0,W,014W,N,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,15.3,8.5,4.0,4.0,0.0,11.0,14.1,30.6,18.19,2.77,53.0,27109.95
c2142f26-34be-454b-b08e-da9a115b3410,BET.D20.001431,1,IMG_0228.JPG,"6960, 4640",group_images/IMG_0228.JPG,"[3912, 1036, 4086, 1438]",individual_images/IMG_0228.JPG/c2142f26-34be-454b-b08e-da9a115b3410.png,2020-06-23,TREOBT,Trechus obtusus,Trechus,Obtusus,14.0,W,014W,N,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,15.3,8.5,4.0,4.0,0.0,11.0,14.1,30.6,18.19,2.77,53.0,27109.95
0e9c5a21-3f10-4c09-a1d0-fb755a24a5e9,BET.D20.001432,2,IMG_0228.JPG,"6960, 4640",group_images/IMG_0228.JPG,"[3905, 1825, 4196, 2208]",individual_images/IMG_0228.JPG/0e9c5a21-3f10-4c09-a1d0-fb755a24a5e9.png,2020-06-23,TREOBT,Trechus obtusus,Trechus,Obtusus,14.0,W,014W,Y,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,15.3,8.5,4.0,4.0,0.0,11.0,14.1,30.6,18.19,2.77,53.0,27109.95
36b7af99-cb88-4694-9e74-d5492d482c5a,BET.D20.001433,3,IMG_0228.JPG,"6960, 4640",group_images/IMG_0228.JPG,"[3997, 2592, 4172, 3062]",individual_images/IMG_0228.JPG/36b7af99-cb88-4694-9e74-d5492d482c5a.png,2020-06-23,TREOBT,Trechus obtusus,Trechus,Obtusus,14.0,W,014W,N,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,15.3,8.5,4.0,4.0,0.0,11.0,14.1,30.6,18.19,2.77,53.0,27109.95
26f1ba03-0918-4811-863a-96859f4e3032,BET.D20.001435,4,IMG_0228.JPG,"6960, 4640",group_images/IMG_0228.JPG,"[3931, 3493, 4225, 3813]",individual_images/IMG_0228.JPG/26f1ba03-0918-4811-863a-96859f4e3032.png,2020-06-23,TREOBT,Trechus obtusus,Trechus,Obtusus,14.0,S,014S,N,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,15.3,8.5,4.0,4.0,0.0,11.0,14.1,30.6,18.19,2.77,53.0,27109.95
12d7e19f-63c1-4f0b-91dd-f4bd618ce830,BET.D20.001436,1,IMG_0229.JPG,"6960, 4640",group_images/IMG_0229.JPG,"[3752, 935, 4044, 1273]",individual_images/IMG_0229.JPG/12d7e19f-63c1-4f0b-91dd-f4bd618ce830.png,2020-06-23,TREOBT,Trechus obtusus,Trechus,Obtusus,14.0,S,014S,N,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,15.3,8.5,4.0,4.0,0.0,11.0,14.1,30.6,18.19,2.77,53.0,27109.95
73047682-66f5-4d86-be08-a7996fbdd5c7,BET.D20.001437,2,IMG_0229.JPG,"6960, 4640",group_images/IMG_0229.JPG,"[3799, 1693, 4078, 2102]",individual_images/IMG_0229.JPG/73047682-66f5-4d86-be08-a7996fbdd5c7.png,2020-06-23,TREOBT,Trechus obtusus,Trechus,Obtusus,14.0,S,014S,N,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,15.3,8.5,4.0,4.0,0.0,11.0,14.1,30.6,18.19,2.77,53.0,27109.95
92ba8823-e52c-4a5d-94c7-e9f43af45ef9,BET.D20.001441,3,IMG_0229.JPG,"6960, 4640",group_images/IMG_0229.JPG,"[3876, 2632, 4074, 2883]",individual_images/IMG_0229.JPG/92ba8823-e52c-4a5d-94c7-e9f43af45ef9.png,2020-06-23,TREOBT,Trechus obtusus,Trechus,Obtusus,14.0,E,014E,N,AE,1.0,"broken head & pronotum; records before this may have head and pronotum missing, but were just noted as broken head",PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,15.3,8.5,4.0,4.0,0.0,11.0,14.1,30.6,18.19,2.77,53.0,27109.95
8daa60dd-c0ae-4e4c-b33a-6ca39d1d69be,BET.D20.001441,3,IMG_0229.JPG,"6960, 4640",group_images/IMG_0229.JPG,"[4241, 2697, 4392, 2864]",individual_images/IMG_0229.JPG/8daa60dd-c0ae-4e4c-b33a-6ca39d1d69be.png,2020-06-23,TREOBT,Trechus obtusus,Trechus,Obtusus,14.0,E,014E,N,AE,1.0,"broken head & pronotum; records before this may have head and pronotum missing, but were just noted as broken head",PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,15.3,8.5,4.0,4.0,0.0,11.0,14.1,30.6,18.19,2.77,53.0,27109.95
f23f67c9-1d7c-4b7a-a532-bc406f57b33e,BET.D20.001442,4,IMG_0229.JPG,"6960, 4640",group_images/IMG_0229.JPG,"[3828, 3554, 4059, 3906]",individual_images/IMG_0229.JPG/f23f67c9-1d7c-4b7a-a532-bc406f57b33e.png,2020-06-23,TREOBT,Trechus obtusus,Trechus,Obtusus,14.0,E,014E,Y,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,15.3,8.5,4.0,4.0,0.0,11.0,14.1,30.6,18.19,2.77,53.0,27109.95
1a53901d-965f-44d8-b313-03197316d87d,BET.D20.001443,1,IMG_0230.JPG,"6960, 4640",group_images/IMG_0230.JPG,"[3617, 1134, 3907, 1463]",individual_images/IMG_0230.JPG/1a53901d-965f-44d8-b313-03197316d87d.png,2020-06-23,TREOBT,Trechus obtusus,Trechus,Obtusus,14.0,E,014E,N,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,15.3,8.5,4.0,4.0,0.0,11.0,14.1,30.6,18.19,2.77,53.0,27109.95
637eb134-f075-45ce-94b9-602f2bc130c5,BET.D20.001444,2,IMG_0230.JPG,"6960, 4640",group_images/IMG_0230.JPG,"[3572, 1901, 3916, 2360]",individual_images/IMG_0230.JPG/637eb134-f075-45ce-94b9-602f2bc130c5.png,2020-06-23,TREOBT,Trechus obtusus,Trechus,Obtusus,14.0,E,014E,N,AE,1.0,missing one elytra and elytra are spread out,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,15.3,8.5,4.0,4.0,0.0,11.0,14.1,30.6,18.19,2.77,53.0,27109.95
08c93572-1ef0-4828-bf5d-8886419b1c71,BET.D20.001445,3,IMG_0230.JPG,"6960, 4640",group_images/IMG_0230.JPG,"[3603, 2854, 3813, 3191]",individual_images/IMG_0230.JPG/08c93572-1ef0-4828-bf5d-8886419b1c71.png,2020-06-23,TREOBT,Trechus obtusus,Trechus,Obtusus,14.0,E,014E,N,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,15.3,8.5,4.0,4.0,0.0,11.0,14.1,30.6,18.19,2.77,53.0,27109.95
b71a19a4-f1b8-4fa0-b6f4-99e5552c54f8,BET.D20.001446,4,IMG_0230.JPG,"6960, 4640",group_images/IMG_0230.JPG,"[3589, 3631, 3830, 4017]",individual_images/IMG_0230.JPG/b71a19a4-f1b8-4fa0-b6f4-99e5552c54f8.png,2020-06-23,TREOBT,Trechus obtusus,Trechus,Obtusus,14.0,E,014E,N,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,15.3,8.5,4.0,4.0,0.0,11.0,14.1,30.6,18.19,2.77,53.0,27109.95
612e4346-8d11-4e6c-bc06-3726778d04c6,BET.D20.001447,1,IMG_0231.JPG,"6960, 4640",group_images/IMG_0231.JPG,"[3758, 705, 4006, 1237]",individual_images/IMG_0231.JPG/612e4346-8d11-4e6c-bc06-3726778d04c6.png,2020-06-23,TREOBT,Trechus obtusus,Trechus,Obtusus,14.0,E,014E,N,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,15.3,8.5,4.0,4.0,0.0,11.0,14.1,30.6,18.19,2.77,53.0,27109.95
c94253bf-8fa9-4546-a210-f956ee400438,BET.D20.001448,2,IMG_0231.JPG,"6960, 4640",group_images/IMG_0231.JPG,"[3866, 1592, 4103, 2041]",individual_images/IMG_0231.JPG/c94253bf-8fa9-4546-a210-f956ee400438.png,2020-06-23,TREOBT,Trechus obtusus,Trechus,Obtusus,14.0,E,014E,N,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,15.3,8.5,4.0,4.0,0.0,11.0,14.1,30.6,18.19,2.77,53.0,27109.95
c3110d07-8d3a-4d75-802f-44c40de94431,BET.D20.001449,3,IMG_0231.JPG,"6960, 4640",group_images/IMG_0231.JPG,"[3845, 2626, 4131, 3052]",individual_images/IMG_0231.JPG/c3110d07-8d3a-4d75-802f-44c40de94431.png,2020-06-23,TREOBT,Trechus obtusus,Trechus,Obtusus,14.0,E,014E,N,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,15.3,8.5,4.0,4.0,0.0,11.0,14.1,30.6,18.19,2.77,53.0,27109.95
52f1e01c-edfd-4f01-b21c-130451680f0f,BET.D20.001450,4,IMG_0231.JPG,"6960, 4640",group_images/IMG_0231.JPG,"[3887, 3527, 4135, 3959]",individual_images/IMG_0231.JPG/52f1e01c-edfd-4f01-b21c-130451680f0f.png,2020-06-23,TREOBT,Trechus obtusus,Trechus,Obtusus,14.0,E,014E,Y,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,15.3,8.5,4.0,4.0,0.0,11.0,14.1,30.6,18.19,2.77,53.0,27109.95
3d6ccdb6-03ee-4347-9963-4dc141a8beda,BET.D20.001468,1,IMG_0232.JPG,"6960, 4640",group_images/IMG_0232.JPG,"[3634, 760, 3816, 1074]",individual_images/IMG_0232.JPG/3d6ccdb6-03ee-4347-9963-4dc141a8beda.png,2020-07-07,TREOBT,Trechus obtusus,Trechus,Obtusus,14.0,W,014W,N,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,16.8,10.3,2.0,2.0,0.0,10.0,16.1,36.4,23.31,3.33,51.0,44400.89
33d7a987-326e-4a0f-8967-67c28069fe22,BET.D20.001470,2,IMG_0232.JPG,"6960, 4640",group_images/IMG_0232.JPG,"[3675, 1583, 3947, 1949]",individual_images/IMG_0232.JPG/33d7a987-326e-4a0f-8967-67c28069fe22.png,2020-07-07,TREOBT,Trechus obtusus,Trechus,Obtusus,14.0,W,014W,N,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,16.8,10.3,2.0,2.0,0.0,10.0,16.1,36.4,23.31,3.33,51.0,44400.89
983473b3-7868-4f4f-aa50-ee8056ed4e0b,BET.D20.001474,3,IMG_0232.JPG,"6960, 4640",group_images/IMG_0232.JPG,"[3611, 2520, 3843, 2862]",individual_images/IMG_0232.JPG/983473b3-7868-4f4f-aa50-ee8056ed4e0b.png,2020-07-07,TREOBT,Trechus obtusus,Trechus,Obtusus,14.0,E,014E,Y,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,16.8,10.3,2.0,2.0,0.0,10.0,16.1,36.4,23.31,3.33,51.0,44400.89
9293b5d2-cba2-43f1-a2f2-083b520be379,BET.D20.001475,4,IMG_0232.JPG,"6960, 4640",group_images/IMG_0232.JPG,"[3768, 3422, 4002, 3761]",individual_images/IMG_0232.JPG/9293b5d2-cba2-43f1-a2f2-083b520be379.png,2020-07-07,TREOBT,Trechus obtusus,Trechus,Obtusus,14.0,E,014E,N,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,16.8,10.3,2.0,2.0,0.0,10.0,16.1,36.4,23.31,3.33,51.0,44400.89
90c8493d-0afa-457a-81a3-205a915b9e08,BET.D20.001476,1,IMG_0233.JPG,"6960, 4640",group_images/IMG_0233.JPG,"[3761, 559, 3962, 882]",individual_images/IMG_0233.JPG/90c8493d-0afa-457a-81a3-205a915b9e08.png,2020-07-07,TREOBT,Trechus obtusus,Trechus,Obtusus,14.0,E,014E,N,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,16.8,10.3,2.0,2.0,0.0,10.0,16.1,36.4,23.31,3.33,51.0,44400.89
00d7b05a-951f-4687-99ce-dde2490ab0d2,BET.D20.001477,2,IMG_0233.JPG,"6960, 4640",group_images/IMG_0233.JPG,"[3757, 1373, 4012, 1856]",individual_images/IMG_0233.JPG/00d7b05a-951f-4687-99ce-dde2490ab0d2.png,2020-07-07,TREOBT,Trechus obtusus,Trechus,Obtusus,14.0,E,014E,N,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,16.8,10.3,2.0,2.0,0.0,10.0,16.1,36.4,23.31,3.33,51.0,44400.89
d01edc2a-a34d-4385-a125-f356d7dfc7b2,BET.D20.001481,3,IMG_0233.JPG,"6960, 4640",group_images/IMG_0233.JPG,"[3779, 2084, 3976, 2522]",individual_images/IMG_0233.JPG/d01edc2a-a34d-4385-a125-f356d7dfc7b2.png,2020-07-07,TREOBT,Trechus obtusus,Trechus,Obtusus,14.0,S,014S,N,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,16.8,10.3,2.0,2.0,0.0,10.0,16.1,36.4,23.31,3.33,51.0,44400.89
5e3f18f1-79e6-43df-8335-39409d3598e7,BET.D20.001485,4,IMG_0233.JPG,"6960, 4640",group_images/IMG_0233.JPG,"[3700, 2954, 3902, 3302]",individual_images/IMG_0233.JPG/5e3f18f1-79e6-43df-8335-39409d3598e7.png,2020-07-07,TREOBT,Trechus obtusus,Trechus,Obtusus,3.0,W,003W,N,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,16.8,10.3,2.0,2.0,0.0,10.0,16.1,36.4,23.31,3.33,51.0,44400.89
e1f308aa-32a1-480b-a83a-fa6ff2207a29,BET.D20.001486,5,IMG_0233.JPG,"6960, 4640",group_images/IMG_0233.JPG,"[3666, 3783, 3847, 4060]",individual_images/IMG_0233.JPG/e1f308aa-32a1-480b-a83a-fa6ff2207a29.png,2020-07-07,TREOBT,Trechus obtusus,Trechus,Obtusus,3.0,W,003W,N,AE,1.0,"head fell off, pronotum intact",PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,16.8,10.3,2.0,2.0,0.0,10.0,16.1,36.4,23.31,3.33,51.0,44400.89
ff6c6aca-63f5-429f-85ae-9fdb0e185e65,BET.D20.001506,1,IMG_0234.JPG,"6960, 4640",group_images/IMG_0234.JPG,"[3615, 1293, 3841, 1704]",individual_images/IMG_0234.JPG/ff6c6aca-63f5-429f-85ae-9fdb0e185e65.png,2020-07-21,TREOBT,Trechus obtusus,Trechus,Obtusus,3.0,E,003E,N,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,16.9,10.5,1.7,1.7,0.0,7.0,18.9,38.5,18.66,2.72,53.0,40156.79
e3f066df-9ba1-48e2-8980-e6b09558dfa7,BET.D20.001511,2,IMG_0234.JPG,"6960, 4640",group_images/IMG_0234.JPG,"[3748, 1853, 4051, 2271]",individual_images/IMG_0234.JPG/e3f066df-9ba1-48e2-8980-e6b09558dfa7.png,2020-07-21,TREOBT,Trechus obtusus,Trechus,Obtusus,14.0,S,014S,Y,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,16.9,10.5,1.7,1.7,0.0,7.0,18.9,38.5,18.66,2.72,53.0,40156.79
dd967c23-bf7d-4462-8e05-126718267603,BET.D20.001517,3,IMG_0234.JPG,"6960, 4640",group_images/IMG_0234.JPG,"[3907, 2667, 4175, 3104]",individual_images/IMG_0234.JPG/dd967c23-bf7d-4462-8e05-126718267603.png,2020-07-21,TREOBT,Trechus obtusus,Trechus,Obtusus,14.0,W,014W,N,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,16.9,10.5,1.7,1.7,0.0,7.0,18.9,38.5,18.66,2.72,53.0,40156.79
0ed8b11f-ae63-43d4-93b3-0c7c74abe79c,BET.D20.001518,4,IMG_0234.JPG,"6960, 4640",group_images/IMG_0234.JPG,"[4031, 3597, 4306, 3978]",individual_images/IMG_0234.JPG/0ed8b11f-ae63-43d4-93b3-0c7c74abe79c.png,2020-07-21,TREOBT,Trechus obtusus,Trechus,Obtusus,14.0,W,014W,N,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,16.9,10.5,1.7,1.7,0.0,7.0,18.9,38.5,18.66,2.72,53.0,40156.79
c1eaf125-34a2-43a0-83c2-f65c63df1ae7,BET.D20.001519,1,IMG_0235.JPG,"6960, 4640",group_images/IMG_0235.JPG,"[3680, 906, 3928, 1289]",individual_images/IMG_0235.JPG/c1eaf125-34a2-43a0-83c2-f65c63df1ae7.png,2020-07-21,TREOBT,Trechus obtusus,Trechus,Obtusus,14.0,W,014W,N,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,16.9,10.5,1.7,1.7,0.0,7.0,18.9,38.5,18.66,2.72,53.0,40156.79
83833cdf-2adf-49fc-a70a-e86385107c4c,BET.D20.001521,2,IMG_0235.JPG,"6960, 4640",group_images/IMG_0235.JPG,"[3835, 1599, 4031, 2033]",individual_images/IMG_0235.JPG/83833cdf-2adf-49fc-a70a-e86385107c4c.png,2020-07-21,TREOBT,Trechus obtusus,Trechus,Obtusus,14.0,E,014E,Y,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,16.9,10.5,1.7,1.7,0.0,7.0,18.9,38.5,18.66,2.72,53.0,40156.79
d7cbb45d-f4a6-41b9-81b5-5cc6db52d4af,BET.D20.001522,3,IMG_0235.JPG,"6960, 4640",group_images/IMG_0235.JPG,"[3793, 2595, 4058, 3039]",individual_images/IMG_0235.JPG/d7cbb45d-f4a6-41b9-81b5-5cc6db52d4af.png,2020-07-21,TREOBT,Trechus obtusus,Trechus,Obtusus,14.0,E,014E,N,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,16.9,10.5,1.7,1.7,0.0,7.0,18.9,38.5,18.66,2.72,53.0,40156.79
8b89304b-c927-4764-988f-df893d2dfa8a,BET.D20.001523,4,IMG_0235.JPG,"6960, 4640",group_images/IMG_0235.JPG,"[3738, 3558, 3932, 3963]",individual_images/IMG_0235.JPG/8b89304b-c927-4764-988f-df893d2dfa8a.png,2020-07-21,TREOBT,Trechus obtusus,Trechus,Obtusus,14.0,E,014E,N,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,16.9,10.5,1.7,1.7,0.0,7.0,18.9,38.5,18.66,2.72,53.0,40156.79
2d3c49b0-6f57-489b-bdd6-cfb6500098e5,BET.D20.001524,1,IMG_0237.JPG,"6960, 4640",group_images/IMG_0237.JPG,"[3747, 852, 3974, 1300]",individual_images/IMG_0237.JPG/2d3c49b0-6f57-489b-bdd6-cfb6500098e5.png,2020-07-21,TREOBT,Trechus obtusus,Trechus,Obtusus,14.0,E,014E,N,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,16.9,10.5,1.7,1.7,0.0,7.0,18.9,38.5,18.66,2.72,53.0,40156.79
0e959747-7bec-46d6-acc8-721519cc0325,BET.D20.001536,2,IMG_0237.JPG,"6960, 4640",group_images/IMG_0237.JPG,"[3719, 1746, 3986, 2167]",individual_images/IMG_0237.JPG/0e959747-7bec-46d6-acc8-721519cc0325.png,2020-08-04,TREOBT,Trechus obtusus,Trechus,Obtusus,2.0,W,002W,Y,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,17.6,8.5,0.6,0.6,0.0,3.0,14.8,34.6,25.5,3.9,51.0,43985.43
948cffe2-3aa3-4779-ac90-1ef0758159b5,BET.D20.001537,3,IMG_0237.JPG,"6960, 4640",group_images/IMG_0237.JPG,"[3885, 2735, 4135, 3111]",individual_images/IMG_0237.JPG/948cffe2-3aa3-4779-ac90-1ef0758159b5.png,2020-08-04,TREOBT,Trechus obtusus,Trechus,Obtusus,2.0,E,002E,N,AE,1.0,,PUUM,Puu Makaala Natural Area Reserve NEON,HI,D20,19.55309,-155.31731,CORE,TERRESTRIAL,17.6,8.5,0.6,0.6,0.0,3.0,14.8,34.6,25.5,3.9,51.0,43985.43
