ImageFilePath,Genus,Pred_NaiveBayes,Pred_LogisticRegression,Pred_NearestNeighbor,Pred_MLP_Baseline
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Calosoma/sayi/7da78076-cd23-4ea4-816c-7fea64615d17.png,Calosoma,Carabus,Carabus,Carabus,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Agonum/octopunctatum/09f13baf-8d46-4dbf-bc39-4c8c84e88c8b.png,Agonum,Syntomus,Poecilus,Agonum,Cyclotrachelus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Agonum/octopunctatum/418ed720-cae8-475d-a9e7-e74b3964fb4b.png,Agonum,Agonum,Tetracha,Agonum,Tetracha
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Agonum/octopunctatum/ed99bf14-ad9a-4420-a7ca-15bb89f9ae02.png,Agonum,Agonum,Tetracha,Agonum,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/tranquebarica/2803601c-7a05-4319-aa98-f3d13d2360a2.png,Cicindela,Cicindela,Cicindela,Cicindela,Cicindela
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/willistoni/6e28eda7-8fe1-4de1-9ce5-6272e5252438.png,Cicindela,Cicindela,Cicindela,Cicindela,Cicindela
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/limbalis/6deae4ac-91c8-4d4d-81c6-cb08fe889438.png,Cicindela,Agonum,Cicindela,Cicindela,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Selenophorus/palliatus/8d84b1cc-8b7f-4b33-8699-2829dd0c8abd.png,Selenophorus,Anisodactylus,Harpalus,Synuchus,Harpalus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Bembidion/obscurellum/b08d9870-9192-473b-a124-179da6f80909.png,Bembidion,Amara,Cymindis,Calathus,Chlaenius
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Bembidion/obscurellum/2bf8e255-46b1-437d-b6ad-333c34ca6371.png,Bembidion,Agonum,Cymindis,Cymindis,Synuchus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Bembidion/mimus/44074f55-5343-4fb8-a495-f32161197817.png,Bembidion,Amara,Carabus,Carabus,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Bembidion/patruele/a51ddf82-ac67-47be-9bbf-cf7883e29dfd.png,Bembidion,Syntomus,Poecilus,Carabus,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Bembidion/patruele/ccfdab09-7e17-4e4d-8f60-f1206a86eac4.png,Bembidion,Cymindis,Synuchus,Calathus,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Chlaenius/aestivus/d347055e-dd24-4d43-a238-efb4bb8f9f55.png,Chlaenius,Chlaenius,Chlaenius,Carabus,Chlaenius
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Chlaenius/aestivus/d03e423a-b8c2-4b37-bea3-54d775738903.png,Chlaenius,Chlaenius,Chlaenius,Calathus,Chlaenius
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Chlaenius/aestivus/a421232d-1ae5-4970-aa62-c49132ff5d47.png,Chlaenius,Chlaenius,Cymindis,Carabus,Chlaenius
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Agonum/aeruginosum/d74b6151-8d9e-4d4c-a2da-90b1e7746f97.png,Agonum,Carabus,Chlaenius,Carabus,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Pasimachus/depressus/7c6b42bf-b054-4801-bd48-a7cb13dea48a.png,Pasimachus,Pasimachus,Pasimachus,Pasimachus,Pasimachus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Pasimachus/depressus/8a657b1a-5fd4-471c-b723-2feb6ca8304f.png,Pasimachus,Pasimachus,Pasimachus,Pasimachus,Pasimachus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/tranquebarica/e253b457-1655-4d54-937d-c12119d35f15.png,Cicindela,Syntomus,Agonum,Carabus,Agonum
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/ancocisconensis/f41060e5-c13f-432a-a77a-e13f6673ba5c.png,Cicindela,Syntomus,Cicindela,Carabus,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/ancocisconensis/cfb93315-7183-4911-ac23-cf9abbd7ee8e.png,Cicindela,Syntomus,Cicindela,Cicindela,Cicindela
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/ancocisconensis/00336aaf-0e8b-4e95-85cb-fd2d1eeaac31.png,Cicindela,Agonum,Cicindela,Cicindela,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Elaphropus/anceps/d3c65245-6b44-4123-a996-dcf8812c8da4.png,Elaphropus,Amara,Synuchus,Amara,Synuchus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Elaphropus/granarius/b82c741a-745c-4552-b65a-88d250a05b65.png,Elaphropus,Amara,Synuchus,Synuchus,Synuchus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Agonum/muelleri/2f52384a-0acf-4639-ab29-72b5cfcf7d6c.png,Agonum,Agonum,Carabus,Calathus,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Discoderus/amoenus/d78de3be-b457-4b1f-87bf-e025edf9241f.png,Discoderus,Amara,Poecilus,Carabus,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Calathus/fuscipes/219fed67-b20b-4bee-8431-f48d8f321018.png,Calathus,Harpalus,Harpalus,Carabus,Harpalus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Calathus/fuscipes/40d3c361-be59-44bd-adca-c348e7703e8a.png,Calathus,Chlaenius,Carabus,Synuchus,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Calosoma/sayi/0232e5c3-5c6a-4ad4-9edb-a28fd8dadb2c.png,Calosoma,Agonum,Carabus,Carabus,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/repanda/fc4ac7a3-d3aa-42d7-9e9d-f3b54446c753.png,Cicindela,Cicindela,Cicindela,Cicindela,Cicindela
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/repanda/a177641c-8315-4447-aef3-76e17375b512.png,Cicindela,Cicindela,Cicindela,Cicindela,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Bembidion/scopulinum/1e2addcd-7d89-4abf-892f-10515ce95846.png,Bembidion,Amara,Cymindis,Carabus,Chlaenius
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Amara/musculis/61524f0c-421f-4f9d-a240-6cdacbbe8f15.png,Amara,Anisodactylus,Harpalus,Synuchus,Harpalus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Tetracha/carolina/dc986f3b-4361-4561-b328-96e9b4dba709.png,Tetracha,Selenophorus,Selenophorus,Carabus,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Tetracha/carolina/e58f1605-1741-48c3-bf1b-d831bcddcd06.png,Tetracha,Cicindela,Tetracha,Cicindela,Tetracha
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Tetracha/carolina/8770f881-5cba-4c2b-847f-2bc026fb94e2.png,Tetracha,Agonum,Tetracha,Agonum,Tetracha
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/limbata/258249a0-0c83-4edd-beb5-25ae4eedd5a0.png,Cicindela,Cicindela,Tetracha,Cicindela,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Calosoma/scrutator/47588028-64cd-432d-aaa3-53d11b009bc1.png,Calosoma,Carabus,Pterostichus,Carabus,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Tetragonoderus/intersectus/e9238b72-16b3-4e42-b29c-9f27b50579a9.png,Tetragonoderus,Carabus,Dicaelus,Calathus,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Harpalus/rufipes/dedf1ef6-8f70-429d-8ba4-aa4b71ee536b.png,Harpalus,Anisodactylus,Harpalus,Synuchus,Harpalus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/tranquebarica/2cc1a8ce-98a1-40e8-bc48-7e6e9c53b835.png,Cicindela,Cicindela,Cicindela,Cicindela,Cicindela
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/tranquebarica/a584b95a-1361-4f07-830c-97c7638b7a57.png,Cicindela,Agonum,Cicindela,Cicindela,Cicindela
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/limbalis/94823f0b-6e09-4834-9712-9d74f3cd3e04.png,Cicindela,Syntomus,Agonum,Tetracha,Cicindela
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Carabus/taedatus/8fd452be-5f69-4b48-8de5-c229615c8f96.png,Carabus,Carabus,Carabus,Carabus,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/amargosae/aef85699-b4c5-4713-aad4-3beb74a00810.png,Cicindela,Syntomus,Agonum,Carabus,Cicindela
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/amargosae/a48a77c2-4407-4e9d-9370-33d080c781a5.png,Cicindela,Cicindela,Agonum,Cicindela,Tetracha
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/amargosae/3fddf90f-fd03-41f5-8894-306df76a41c6.png,Cicindela,Syntomus,Agonum,Carabus,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/amargosae/8e873e23-6981-416c-8e34-30458f4b34c2.png,Cicindela,Syntomus,Agonum,Carabus,Tetracha
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Bembidion/zephyrum/7e8568f0-51b6-4986-adf3-9507d4dd03b9.png,Bembidion,Selenophorus,Cicindela,Carabus,Cicindela
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/tranquebarica/1173f91a-8a86-4a33-8dd6-0cc806013a44.png,Cicindela,Selenophorus,Carabus,Cicindela,Tetracha
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Tetragonoderus/intersectus/816eff78-6451-4aa5-aea4-b72dcdf1b8b4.png,Tetragonoderus,Cymindis,Cymindis,Calathus,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/willistoni/da6d746a-0bd7-4268-9d00-79c523f81f2a.png,Cicindela,Syntomus,Omus,Carabus,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/willistoni/b1aff848-ffa9-473b-a18c-38740a3d07ac.png,Cicindela,Syntomus,Cicindela,Cicindela,Tetracha
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/willistoni/ae8a214d-9558-418a-946a-66e77d8072fa.png,Cicindela,Syntomus,Poecilus,Tetracha,Cicindela
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/willistoni/4eb548a1-cf57-4af2-b775-246c0d6c655a.png,Cicindela,Cicindela,Cicindela,Carabus,Tetracha
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/willistoni/6ab58766-a6a8-4c1f-a28c-936cfe7cfff1.png,Cicindela,Cicindela,Cicindela,Cicindela,Pasimachus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cymindis/limbata/7db26e06-a620-4636-895f-c9bf2a32c02e.png,Cymindis,Harpalus,Synuchus,Synuchus,Synuchus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Calosoma/prominens/4253e2c6-4f45-43c2-bf1c-d772c5786ed0.png,Calosoma,Syntomus,Chlaenius,Cymindis,Harpalus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Amara/musculis/a7e49b20-a459-42f6-a4b4-a1e8c8a97185.png,Amara,Anisodactylus,Harpalus,Synuchus,Harpalus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Calosoma/scrutator/948c3bc8-86b0-44ab-8db9-1921922a00dd.png,Calosoma,Harpalus,Dicaelus,Cyclotrachelus,Cyclotrachelus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Amara/quenseli/7c3dc116-dd79-4da1-bc1b-a4a7ee540e16.png,Amara,Amara,Synuchus,Amara,Synuchus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Amara/quenseli/93ed9e63-decb-4671-9e60-d0a0a0996189.png,Amara,Amara,Harpalus,Amara,Harpalus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Amara/quenseli/72029fdf-17ea-4cc5-ac78-0a4a7ba93359.png,Amara,Amara,Harpalus,Synuchus,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Carabus/truncaticollis/38e0bf0a-388f-4529-9a18-c0c842fe7ebe.png,Carabus,Carabus,Chlaenius,Carabus,Chlaenius
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Carabus/truncaticollis/d2495fbe-d855-49c5-8c1c-d594defd46d9.png,Carabus,Carabus,Carabus,Carabus,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Carabus/truncaticollis/8f77fc2a-7cc4-4a5f-86f1-535ce4815e1b.png,Carabus,Carabus,Poecilus,Carabus,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Scaphinotus/striatopunctatus/e992afc4-16ae-4785-a3e3-1b71bc94d2ce.png,Scaphinotus,Carabus,Carabus,Carabus,Cyclotrachelus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Scaphinotus/ventricosus/f9db9dd4-9d2f-4545-ac29-34696c71bd36.png,Scaphinotus,Carabus,Carabus,Carabus,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Scaphinotus/oreophilus/2abc7289-30b8-432a-b3d5-c66de15326d9.png,Scaphinotus,Carabus,Carabus,Carabus,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Carabus/maeander/4d4b26a8-a1e2-4cb8-bbc5-3d52869048b0.png,Carabus,Carabus,Carabus,Carabus,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Selenophorus/hylacis/0a03f3e9-a0b5-4f36-9c34-5883ea3fad49.png,Selenophorus,Harpalus,Harpalus,Synuchus,Harpalus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Agonum/tenue/fb344966-51be-4c50-8d2a-a240ac2b2aac.png,Agonum,Harpalus,Pterostichus,Synuchus,Harpalus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Agonum/aeruginosum/572808c4-48e9-4b03-9335-df818bf60e20.png,Agonum,Carabus,Carabus,Carabus,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Agonum/lutulentum/9c275441-34b5-4b76-a8bb-04dd080b9464.png,Agonum,Chlaenius,Cymindis,Calathus,Cymindis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Selenophorus/opalinus/85b60ed7-9b7d-40d8-bb3e-66f0952b017b.png,Selenophorus,Synuchus,Harpalus,Synuchus,Harpalus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Agonum/tenue/0e7bbcef-474f-4774-a50d-d23f6a9c9516.png,Agonum,Chlaenius,Pterostichus,Carabus,Harpalus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Agonum/tenue/3c29828b-acda-4e0a-9c20-14343fdddf9f.png,Agonum,Harpalus,Harpalus,Synuchus,Harpalus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Anisodactylus/rusticus/c2894da5-ecc4-4dc9-8846-d271b8296498.png,Anisodactylus,Anisodactylus,Carabus,Cyclotrachelus,Harpalus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Carabus/taedatus/302071c9-5618-4367-ad5a-83dc3a04a16e.png,Carabus,Chlaenius,Carabus,Scaphinotus,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Amara/quenseli/99db5261-9b3f-444e-95d9-4fba64debc18.png,Amara,Chlaenius,Harpalus,Cratacanthus,Harpalus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Amara/chalcea/eaec89df-b9e9-4c5e-95f0-4b933dc444e0.png,Amara,Harpalus,Harpalus,Pterostichus,Harpalus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Apristus/latens/a16bf267-a8bc-42ae-b025-88e8ca25c8c5.png,Apristus,Carabus,Pterostichus,Carabus,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Harpalus/erraticus/b29c05d5-6f4c-4106-a6d8-21ec8f4198bc.png,Harpalus,Anisodactylus,Chlaenius,Chlaenius,Chlaenius
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/tranquebarica/9c7c00ca-07af-4ea9-ae95-64f71fab7fb8.png,Cicindela,Syntomus,Cicindela,Cicindela,Cicindela
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Pasimachus/viridans/28080cce-1c30-45d7-9c42-cc04fd7944e5.png,Pasimachus,Anisodactylus,Carabus,Carabus,Harpalus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Chlaenius/laticollis/082c8e78-4ffa-4a62-8b73-ba864c1b3b20.png,Chlaenius,Chlaenius,Chlaenius,Carabus,Chlaenius
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/repanda/feb94610-403d-4712-97e1-747d177b1df4.png,Cicindela,Agonum,Cicindela,Cicindela,Tetracha
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Harpalus/actiosus/737230d1-81a4-480f-ab6e-8bbc2d392aaf.png,Harpalus,Synuchus,Harpalus,Synuchus,Harpalus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Harpalus/paratus/3a55ddfd-2235-4ec4-84ee-025accdb7484.png,Harpalus,Chlaenius,Harpalus,Synuchus,Harpalus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Pterostichus/rostratus/c8feb416-0f36-4965-9818-c099d101b9ce.png,Pterostichus,Anisodactylus,Chlaenius,Pterostichus,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Pterostichus/corvinus/5a53f74c-876a-400c-bbe4-44582606d83b.png,Pterostichus,Chlaenius,Pterostichus,Harpalus,Harpalus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Pterostichus/corvinus/c10dca74-0e21-4cd1-9121-4d91356990b0.png,Pterostichus,Chlaenius,Chlaenius,Pterostichus,Harpalus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Pterostichus/corvinus/4b61be42-b408-4a0d-955c-c64b402a2ec0.png,Pterostichus,Harpalus,Pterostichus,Harpalus,Harpalus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Anisodactylus/harrisii/1ffd2bfa-2490-4073-b2b3-da54661e2dd6.png,Anisodactylus,Harpalus,Pterostichus,Cyclotrachelus,Harpalus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Pterostichus/corvinus/7f3746b7-e4b4-4c10-b127-36469c1793f6.png,Pterostichus,Chlaenius,Pterostichus,Pterostichus,Harpalus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Bembidion/quadrimaculatum/a313ff28-554f-46eb-a25a-31516448e200.png,Bembidion,Amara,Carabus,Carabus,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Elaphropus/incurvus/c015c817-5eba-4c26-b3b0-32527553ab9d.png,Elaphropus,Amara,Cymindis,Synuchus,Cymindis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Scarites/subterraneus/097d46eb-99b3-4a45-8a26-cf56dd34395c.png,Scarites,Carabus,Pasimachus,Cyclotrachelus,Pasimachus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Amara/lunicollis/63241178-a506-4c67-b3f8-4e88b65799b0.png,Amara,Anisodactylus,Anisodactylus,Synuchus,Anisodactylus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Cicindela/repanda/c3854201-51cf-4d2c-9076-774f963d1389.png,Cicindela,Cicindela,Cicindela,Cicindela,Carabus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Chlaenius/prasinus/dfccf5b0-1d42-41db-9b43-fb7e56f5271e.png,Chlaenius,Agonum,Chlaenius,Cyclotrachelus,Harpalus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/Insect-1M/Images/Arthropoda/Insecta/Coleoptera/Carabidae/Chlaenius/prasinus/f68b0ec5-0b09-4f11-bbc6-3b6686ec8965.png,Chlaenius,Syntomus,Poecilus,Agonum,Pasimachus
